2021-03-04 00:01:12 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:01:12 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:03:24 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:03:24 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:03:59 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:03:59 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:06:10 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:06:10 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:06:35 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:06:35 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:09:12 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:09:12 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:10:39 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:10:39 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:11:57 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:11:57 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:12:45 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:12:45 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:13:29 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:13:30 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:15:25 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:15:25 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:15:54 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:15:54 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:16:16 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:16:16 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:16:20 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:16:21 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:17:36 Line: 13, : Request start: 188.68.224.138
2021-03-04 00:17:37 Line: 104, APISubiektGT\SubiektGT\document->disassembleset: Request finish: 188.68.224.138
2021-03-04 00:19:32 Line: 13, : Request start: 188.68.224.138
