2021-07-15 05:30:02 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:08 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:08 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-07-15 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-07-15 05:30:13 Line: 13, : Request start: 188.68.224.138
