2021-11-22 07:48:15 Line: 13, : Request start: 188.68.224.138
2021-11-22 07:48:15 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-11-22 07:48:24 Line: 13, : Request start: 188.68.224.138
2021-11-22 07:48:24 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-11-22 07:48:28 Line: 13, : Request start: 188.68.224.138
2021-11-22 07:48:28 Line: 170, APISubiektGT\SubiektGT\Customer->add: Utworzono klienta od klienta: SF101910
2021-11-22 07:48:28 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 43037
2021-11-22 07:48:28 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 411
2021-11-22 07:48:28 Line: 69, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: DS1413
2021-11-22 07:48:28 Line: 403, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 51675/W/2021
2021-11-22 07:48:28 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-11-22 07:55:15 Line: 13, : Request start: 185.38.251.200
2021-11-22 07:55:25 Line: 131, APISubiektGT\SubiektGT\products->getAllPriceCalculations: Request finish: 185.38.251.200
2021-11-22 07:56:14 Line: 13, : Request start: 185.38.251.200
2021-11-22 07:57:44 Line: 131, APISubiektGT\SubiektGT\products->updateprice: Request finish: 185.38.251.200
2021-11-22 08:02:16 Line: 13, : Request start: 188.68.224.138
2021-11-22 08:02:16 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-11-22 08:02:21 Line: 13, : Request start: 188.68.224.138
2021-11-22 08:02:21 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-11-22 08:02:26 Line: 13, : Request start: 188.68.224.138
2021-11-22 08:02:26 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-11-22 08:02:26 Line: 13, : Request start: 188.68.224.138
2021-11-22 08:02:26 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-11-22 08:02:29 Line: 13, : Request start: 188.68.224.138
2021-11-22 08:02:29 Line: 170, APISubiektGT\SubiektGT\Customer->add: Utworzono klienta od klienta: SF31072
2021-11-22 08:02:29 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 43038
2021-11-22 08:02:29 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 7763
2021-11-22 08:02:29 Line: 69, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: ZA8664
2021-11-22 08:02:29 Line: 403, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 51676/W/2021
