2021-10-11 07:56:28 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:56:28 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:56:39 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:56:39 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:56:41 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:56:41 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:56:54 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:56:54 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:56:59 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:56:59 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:02 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:02 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:05 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:05 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:08 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:08 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:11 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:12 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-10-11 07:57:12 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:12 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:12 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:12 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:13 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:13 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-10-11 07:57:14 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:14 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-10-11 07:57:14 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:14 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-10-11 07:57:15 Line: 13, : Request start: 188.68.224.138
2021-10-11 07:57:15 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
