2021-09-16 05:30:03 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:08 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:08 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:11 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:11 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:11 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:11 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:11 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:12 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:12 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-09-16 05:30:13 Line: 13, : Request start: 188.68.224.138
2021-09-16 05:30:13 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
