2021-09-20 07:48:57 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:48:57 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:49:06 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:06 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:49:09 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:09 Line: 167, APISubiektGT\SubiektGT\Customer->add: Utworzono klienta od klienta: SP222076
2021-09-20 07:49:09 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 33690
2021-09-20 07:49:09 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 7733
2021-09-20 07:49:09 Line: 69, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OR8141
2021-09-20 07:49:09 Line: 403, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 38013/W/2021
2021-09-20 07:49:09 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-09-20 07:49:12 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:12 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:49:22 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:22 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:49:26 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:26 Line: 167, APISubiektGT\SubiektGT\Customer->add: Utworzono klienta od klienta: SP222146
2021-09-20 07:49:26 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 33691
2021-09-20 07:49:26 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 7733
2021-09-20 07:49:26 Line: 69, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OR8141
2021-09-20 07:49:26 Line: 403, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 38014/W/2021
2021-09-20 07:49:26 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-09-20 07:49:32 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:49:32 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:56:06 Line: 13, : Request start: 185.38.251.200
2021-09-20 07:56:16 Line: 131, APISubiektGT\SubiektGT\products->getAllPriceCalculations: Request finish: 185.38.251.200
2021-09-20 07:56:17 Line: 13, : Request start: 188.68.224.138
2021-09-20 07:56:17 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 07:57:07 Line: 13, : Request start: 185.38.251.200
2021-09-20 07:58:17 Line: 131, APISubiektGT\SubiektGT\products->updateprice: Request finish: 185.38.251.200
2021-09-20 08:00:15 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:00:16 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:00:32 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:00:32 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:00:40 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:00:40 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:01:24 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:01:24 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:01:39 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:01:39 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:01:45 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:01:45 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:01:49 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:01:49 Line: 185, APISubiektGT\SubiektGT\Customer->update: Zaktualizowano klienta od klienta: SF101407
2021-09-20 08:01:49 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 21237
2021-09-20 08:01:49 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 1901
2021-09-20 08:01:49 Line: 69, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OR2365
2021-09-20 08:01:49 Line: 403, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 38015/W/2021
2021-09-20 08:01:49 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-09-20 08:02:22 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:02:22 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:02:32 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:02:32 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:05 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:05 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:16 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:16 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:25 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:25 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:32 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:32 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:37 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:37 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:42 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:42 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:46 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:46 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:03:54 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:03:54 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-09-20 08:04:05 Line: 13, : Request start: 188.68.224.138
2021-09-20 08:04:05 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
