2021-12-13 08:04:36 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:04:43 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:04:54 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:01 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:05:12 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:13 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-12-13 08:05:13 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:13 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:05:17 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:18 Line: 170, APISubiektGT\SubiektGT\Customer->add: Utworzono klienta od klienta: SF231068
2021-12-13 08:05:18 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 46336
2021-12-13 08:05:18 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4229
2021-12-13 08:05:18 Line: 70, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OR5134
2021-12-13 08:05:18 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 832
2021-12-13 08:05:18 Line: 70, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: ZA1306
2021-12-13 08:05:18 Line: 405, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 57091/W/2021
2021-12-13 08:05:18 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-12-13 08:05:29 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:29 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:05:42 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:42 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:05:44 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:45 Line: 188, APISubiektGT\SubiektGT\Customer->update: Zaktualizowano klienta od klienta: SF127726
2021-12-13 08:05:45 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 11773
2021-12-13 08:05:45 Line: 89, APISubiektGT\SubiektGT\SubiektObj->get: Pobrano dane obiektu id: 4219
2021-12-13 08:05:45 Line: 70, APISubiektGT\SubiektGT\Order->addPosition: Dodaje pozycje o kodzie: OR5124
2021-12-13 08:05:45 Line: 405, APISubiektGT\SubiektGT\Order->add: Utworzono zamówienie od klienta: ZK 57092/W/2021
2021-12-13 08:05:45 Line: 131, APISubiektGT\SubiektGT\order->add: Request finish: 188.68.224.138
2021-12-13 08:05:51 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:05:51 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:06:05 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:06:05 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:07:16 Line: 13, : Request start: 185.38.251.200
2021-12-13 08:07:30 Line: 131, APISubiektGT\SubiektGT\products->getAllPriceCalculations: Request finish: 185.38.251.200
2021-12-13 08:08:14 Line: 13, : Request start: 185.38.251.200
2021-12-13 08:09:30 Line: 131, APISubiektGT\SubiektGT\products->updateprice: Request finish: 185.38.251.200
2021-12-13 08:13:25 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:25 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:31 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:31 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:34 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:34 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:40 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:40 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:42 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:42 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:48 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:48 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:51 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:51 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:13:57 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:13:57 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-12-13 08:14:00 Line: 13, : Request start: 188.68.224.138
2021-12-13 08:14:00 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
