2021-11-11 05:30:04 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:14 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:14 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:14 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:14 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:14 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:14 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:14 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:14 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-11-11 05:30:23 Line: 13, : Request start: 188.68.224.138
2021-11-11 05:30:23 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
