2021-06-14 08:08:48 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:08:48 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:11:55 Line: 13, : Request start: 185.38.251.200
2021-06-14 08:12:06 Line: 131, APISubiektGT\SubiektGT\products->getAllPriceCalculations: Request finish: 185.38.251.200
2021-06-14 08:12:30 Line: 13, : Request start: 185.38.251.200
2021-06-14 08:12:41 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:12:41 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:12:53 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:12:54 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:12:58 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:12:58 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:04 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:04 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:07 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:07 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-06-14 08:13:07 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:07 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:10 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:10 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:13 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:13 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-06-14 08:13:13 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:13 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:17 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:17 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:19 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:19 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:23 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:23 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:27 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:27 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-06-14 08:13:27 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:27 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:34 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:34 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:38 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:38 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:44 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:44 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:44 Line: 131, APISubiektGT\SubiektGT\products->updateprice: Request finish: 185.38.251.200
2021-06-14 08:13:50 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:50 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-06-14 08:13:50 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:50 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:13:59 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:13:59 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:00 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:00 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:03 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:03 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:06 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:07 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
2021-06-14 08:14:07 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:07 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:12 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:12 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:16 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:16 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:18 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:18 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:21 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:21 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:35 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:35 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:45 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:45 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:49 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:49 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:52 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:52 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:14:59 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:14:59 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:15:03 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:15:03 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:15:08 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:15:08 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:15:12 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:15:12 Line: 131, APISubiektGT\SubiektGT\products->getListAviByCode: Request finish: 188.68.224.138
2021-06-14 08:15:15 Line: 13, : Request start: 188.68.224.138
2021-06-14 08:15:16 Line: 131, APISubiektGT\SubiektGT\document->assembleset: Request finish: 188.68.224.138
